id_municipio,sigla_uf,populacao_urbana_2013,populacao_urbana_2035,prestador_servico_esgotamento_sanitario,sigla_prestador,indice_sem_atendimento_sem_coleta_sem_tratamento,indice_atendimento_solucao_individual,indice_atendimento_com_coleta_sem_tratamento,indice_atendimento_com_coleta_com_tratamento,vazao_sem_coleta_sem_tratamento,vazao_solucao_individual,vazao_com_coleta_sem_tratamento,vazao_com_coleta_com_tratamento,vazao_total,carga_gerada_sem_coleta_sem_tratamento,carga_gerada_encaminhada_solucao_individual,carga_gerada_com_coleta_sem_tratamento,carga_gerada_com_coleta_com_tratamento,carga_gerada_total,carga_lancada_sem_coleta_sem_tratamento,carga_lancada_proveniente_solucao_individual,carga_lancada_com_coleta_sem_tratamento,carga_lancada_com_coleta_com_tratamento,carga_lancada_total,indice_atendimento_etes_2035,indice_atendimento_solucao_individual_2035,carga_gerada_total_2035,carga_afluente_ete_2035,carga_efluente_ete_2035,carga_afluente_solucao_individual_2035,carga_efluente_solucao_individual_2035,populacao_atendida_2035,investimento_coleta,investimento_tratamento,investimento_coleta_tratatamento,necessidade_remocao_dbo,tipologia_solucao,atencao_fosforo,atencao_nitrogenio
2500734,PB,1107,1528,Prefeitura Municipal de Amparo,PM,0.8032,0,0.0862,0.1106,0.7,0,0.1,0.1,0.8,48,0,5.2,6.6,59.8,48,0,5.2,6.6,59.8,0.9,0.1,82.5,74.3,5.2,8.3,3.3,1375,1857063.7397,404434.144986,2261497.88469,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2500775,PB,3830,5336,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.9115,0.0102,0.0783,0,4.5,0.1,0.4,0,5,188.5,2.1,16.2,0,206.8,188.5,0.8,16.2,0,205.6,0.9,0.1,288.1,259.3,7.8,28.8,11.5,4802,7221126.53118,1987051.67666,9208178.20784,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2500809,PB,6815,8632,Prefeitura Municipal de Araçagi,PM,0.7353,0.0107,0.254,0,4.8,0.1,1.7,0,6.5,270.6,3.9,93.5,0,368,270.6,1.6,93.5,0,365.6,0.9,0.1,466.1,419.5,83.9,46.6,18.6,7769,7342434.97635,4982768.15372,12325203.1301,Solução conjunta,Solução conjunta,Sim,Sim
2500908,PB,9279,11884,Prefeitura Municipal de Arara,PM,0.3038,0.0057,0.6905,0,2.3,0,5.2,0,7.5,152.2,2.9,346,0,501.1,152.2,1.1,346,0,499.3,0.9,0.1,641.7,577.5,17.3,64.2,25.7,10696,5214722.662,4292956.64968,9507679.31168,Solução conjunta,Solução conjunta,Sim,Sim
2501005,PB,9710,14902,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.1809,0.0594,0.7598,0,1.3,0.4,5.5,0,7.2,94.8,31.1,398.4,0,524.3,94.8,12.5,398.4,0,505.7,0.9,0.1,804.7,724.2,144.8,80.5,32.2,13412,7338056.42579,2721939.19996,10059995.6257,Solução conjunta,Solução conjunta,Não,Não
2501104,PB,14379,15757,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.3479,0.1073,0,0.5447,5.1,1.6,0,8,14.6,270.2,83.3,0,423,776.5,270.2,33.3,0,84.6,388.1,1,0,850.9,850.9,170.2,0,0,15757,9636288.93409,1315480.23278,10951769.1669,Solução conjunta,Solução conjunta,Sim,Sim
2501153,PB,1007,1131,Prefeitura Municipal de Areia de Baraúnas,PM,0.2183,0.0079,0.7738,0,0.2,0,0.6,0,0.7,11.9,0.4,42.1,0,54.4,11.9,0.2,42.1,0,54.1,0.9,0.1,61.1,55,3.9,6.1,2.4,1018,382320.012882,299179.008842,681499.021724,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2501203,PB,4848,6185,Prefeitura Municipal de Areial,PM,0.2402,0.0402,0.7196,0,0.9,0.2,2.7,0,3.8,62.9,10.5,188.4,0,261.8,62.9,4.2,188.4,0,255.5,0.9,0.1,334,300.6,9.9,33.4,13.4,5567,3333437.34139,7301221.40969,10634658.7511,Solução conjunta,Solução conjunta,Sim,Sim
2501302,PB,9619,10809,Prefeitura Municipal de Aroeiras,PM,0.5323,0.0476,0.4201,0,3.8,0.3,3,0,7.1,276.5,24.7,218.2,0,519.4,276.5,9.9,218.2,0,504.6,0.9,0.1,583.7,525.3,17.3,58.4,23.4,9728,6915502.06064,7965284.16416,14880786.2248,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2501351,PB,3016,4044,Prefeitura Municipal de Assunção,PM,0.422,0.0242,0.5538,0,1.5,0.1,1.9,0,3.5,68.7,3.9,90.2,0,162.9,68.7,1.6,90.2,0,160.5,0.9,0.1,218.4,196.6,39.3,21.8,8.7,3640,3158464.28753,604116.583797,3762580.87133,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2501401,PB,3304,4224,Serviço Autônomo de Água e Esgoto de Baía da Traição,SAAE,0.8955,0.0912,0.0133,0,2.6,0.3,0,0,2.9,159.8,16.3,2.4,0,178.4,159.8,6.5,2.4,0,168.7,0.9,0.1,228.1,205.3,41.1,22.8,9.1,3802,6026953.8341,631009.764324,6657963.59842,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2501500,PB,8732,11690,Prefeitura Municipal de Bananeiras,PM,0.4407,0.3507,0.2086,0,5.3,4.2,2.5,0,12.1,207.8,165.4,98.4,0,471.5,207.8,66.1,98.4,0,372.3,0.9,0.1,631.3,568.2,113.6,63.1,25.2,10521,10579044.9177,2347315.29525,12926360.213,Solução conjunta,Solução conjunta,Sim,Sim
2501534,PB,3457,5311,Prefeitura Municipal de Baraúna,PM,0.4653,0.1377,0.3969,0,1.8,0.5,1.6,0,4,86.9,25.7,74.1,0,186.7,86.9,10.3,74.1,0,171.2,0.9,0.1,286.8,258.1,25.8,28.7,11.5,4780,5465281.65465,4014345.24389,9479626.89854,Solução conjunta,Solução conjunta,Sim,Não
2501575,PB,740,1691,Prefeitura Municipal de Barra de Santana,PM,0.5349,0,0.4651,0,0.5,0,0.4,0,0.9,21.4,0,18.6,0,40,21.4,0,18.6,0,40,0.9,0.1,91.3,82.2,16.4,9.1,3.6,1522,1888390.57874,252566.826408,2140957.40515,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2501609,PB,8344,11290,Prefeitura Municipal de Barra de Santa Rosa,PM,0.135,0.0058,0.8592,0,1.3,0.1,8.5,0,9.9,60.8,2.6,387.1,0,450.6,60.8,1,387.1,0,449,0.9,0.1,609.7,548.7,18.1,61,24.4,10161,3637326.30628,9842055.27214,13479381.5784,Solução conjunta,Solução conjunta,Sim,Não
2501708,PB,2454,3095,Prefeitura Municipal de Barra de São Miguel,PM,0.9332,0.0275,0.0393,0,3.2,0.1,0.1,0,3.5,123.7,3.6,5.2,0,132.5,123.7,1.5,5.2,0,130.3,0.9,0.1,167.1,150.4,10.1,16.7,6.7,2786,4312686.58797,2915249.96408,7227936.55205,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2501807,PB,94315,123183,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.5414,0.2841,0.1745,0,77.7,40.8,25.1,0,143.6,2757.5,1446.8,888.7,0,5093,2757.5,578.7,888.7,0,4224.9,0.9,0.1,6651.9,5986.7,197.6,665.2,266.1,110865,69377577.9146,34145371.9781,103522949.893,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
2501906,PB,14444,16271,Prefeitura Municipal de Belém,PM,0.0745,0.0066,0.9189,0,1,0.1,11.9,0,13,58.1,5.1,716.7,0,780,58.1,2.1,716.7,0,776.9,0.9,0.1,878.6,790.7,158.2,87.9,35.2,14644,2041764.82236,2908455.93086,4950220.75322,Solução conjunta,Solução conjunta,Não,Não
2502003,PB,5369,6314,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.3451,0.0713,0.5837,0,2,0.4,3.4,0,5.9,100,20.7,169.2,0,289.9,100,8.3,169.2,0,277.5,0.9,0.1,341,306.9,61.4,34.1,13.6,5683,3099817.41386,943346.430602,4043163.84446,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2502052,PB,911,2302,Prefeitura Municipal de Bernardino Batista,PM,0.9767,0.0047,0.0186,0,0.7,0,0,0,0.7,48,0.2,0.9,0,49.2,48,0.1,0.9,0,49.1,0.9,0.1,124.3,111.9,22.4,12.4,5,2072,3295289.6147,343853.77851,3639143.39321,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2502102,PB,3434,3659,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.8481,0.0928,0.0591,0,4.4,0.5,0.3,0,5.1,157.3,17.2,11,0,185.4,157.3,6.9,11,0,175.1,0.9,0.1,197.6,177.8,12.4,19.8,7.9,3293,4956253.707,1350533.33037,6306787.03737,Acima de 80%,Tratamento secundário avançado,Não,Sim
2502151,PB,3436,5623,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.8392,0.0128,0.1481,0,3,0,0.5,0,3.6,155.7,2.4,27.5,0,185.5,155.7,0.9,27.5,0,184.1,0.9,0.1,303.6,273.2,8.2,30.4,12.2,5061,7301931.80989,2160923.11707,9462854.92696,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2502201,PB,1027,1442,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.9848,0,0.0152,0,1,0,0,0,1,54.6,0,0.8,0,55.5,54.6,0,0.8,0,55.5,0.9,0.1,77.9,70.1,14,7.8,3.1,1298,2057171.58104,215487.592749,2272659.17379,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2502300,PB,2034,2654,Prefeitura Municipal de Bom Sucesso,PM,0.5453,0.0069,0.4478,0,1.2,0,1,0,2.2,59.9,0.8,49.2,0,109.8,59.9,0.3,49.2,0,109.4,0.9,0.1,143.3,129,3.9,14.3,5.7,2389,2370185.12828,919558.123855,3289743.25214,Acima de 80%,Tratamento secundário avançado,Não,Sim
2502409,PB,7813,10715,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.363,0.0041,0.6329,0,3.2,0,5.6,0,8.9,153.2,1.7,267,0,421.9,153.2,0.7,267,0,420.9,0.9,0.1,578.6,520.7,104.2,57.9,23.2,9644,5713213.76177,1600803.87789,7314017.63966,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2502508,PB,12394,14015,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.3058,0.0059,0.6883,0,6,0.1,13.5,0,19.6,204.6,4,460.7,0,669.3,204.6,1.6,460.7,0,666.9,0.9,0.1,756.8,681.1,136.2,75.7,30.3,12614,4963768.05763,2621879.34967,7585647.40729,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2502607,PB,4157,4605,Prefeitura Municipal de Igaracy,PM,0.5215,0.0645,0.414,0,3.1,0.4,2.5,0,5.9,117.1,14.5,92.9,0,224.5,117.1,5.8,92.9,0,215.8,0.9,0.1,248.7,223.8,6.7,24.9,10,4145,3887482.98865,1595640.58584,5483123.57449,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2502706,PB,3868,4934,Prefeitura Municipal de Borborema,PM,0.3197,0.0054,0.675,0,1.4,0,3,0,4.4,66.8,1.1,141,0,208.9,66.8,0.4,141,0,208.2,0.9,0.1,266.4,239.8,48,26.6,10.6,4441,2934368.6933,737073.743129,3671442.43643,Solução conjunta,Solução conjunta,Sim,Sim
2502805,PB,10315,13496,Prefeitura Municipal de Brejo do Cruz,PM,0.1421,0.0399,0.8179,0,1.8,0.5,10.3,0,12.6,79.2,22.2,455.6,0,557,79.2,8.9,455.6,0,543.7,0.9,0.1,728.8,655.9,43.9,72.9,29.2,12146,4510419.37124,12126446.8504,16636866.2217,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2502904,PB,4758,5699,Prefeitura Municipal de Brejo dos Santos,PM,0.8763,0.0121,0.1116,0,4.2,0.1,0.5,0,4.8,225.2,3.1,28.7,0,256.9,225.2,1.2,28.7,0,255.1,0.9,0.1,307.7,276.9,55.4,30.8,12.3,5129,7374986.52155,851365.223337,8226351.74489,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2503001,PB,18281,22311,Serviço Autônomo de Água e Esgoto de Caaporã,SAAE,0.8484,0.0965,0.0551,0,21.4,2.4,1.4,0,25.2,837.5,95.2,54.4,0,987.2,837.5,38.1,54.4,0,930,0.9,0.1,1204.8,1084.3,35.8,120.5,48.2,20080,23191848.4691,11853577.1666,35045425.6357,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
2503100,PB,2342,3366,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.4141,0,0.5859,0,1.4,0,2,0,3.5,52.4,0,74.1,0,126.5,52.4,0,74.1,0,126.5,0.9,0.1,181.8,163.6,16.4,18.2,7.3,3029,2657386.84999,1088705.32064,3746092.17063,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2503209,PB,63026,86243,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.4837,0.3732,0,0.1431,60,46.3,0,17.7,124,1646.2,1270.2,0,486.9,3403.4,1646.2,508.1,0,87.6,2242,0.9,0.1,4657.1,4191.4,138.3,465.7,186.3,77619,74706596.2573,22417492.6596,97124088.9169,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
2503308,PB,3547,5240,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.5072,0.2298,0.263,0,1.8,0.8,0.9,0,3.6,97.1,44,50.4,0,191.5,97.1,17.6,50.4,0,165.1,0.9,0.1,283,254.7,7.6,28.3,11.3,4716,6068348.45613,2116026.55053,8184375.00666,Acima de 80%,Tratamento secundário avançado,Não,Sim
2503407,PB,1729,2089,Prefeitura Municipal de Cacimba de Areia,PM,0.2575,0.003,0.7395,0,0.4,0,1,0,1.4,24,0.3,69,0,93.4,24,0.1,69,0,93.2,0.9,0.1,112.8,101.5,10.2,11.3,4.5,1880,964323.706096,579001.299148,1543325.00524,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2503506,PB,9373,11435,Prefeitura Municipal de Cacimba de Dentro,PM,0.7651,0.0366,0.1983,0,5.9,0.3,1.5,0,7.8,387.3,18.5,100.4,0,506.1,387.3,7.4,100.4,0,495,0.9,0.1,617.5,555.8,111.2,61.8,24.7,10292,10254175.1336,2315895.87142,12570071.005,Solução conjunta,Solução conjunta,Sim,Não
2503555,PB,1694,2248,Prefeitura Municipal de Cacimbas,PM,0.0689,0.0469,0.8842,0,0.2,0.1,2,0,2.3,6.3,4.3,80.9,0,91.5,6.3,1.7,80.9,0,88.9,0.9,0.1,121.4,109.3,10.9,12.1,4.8,2023,842857.752585,2542415.95042,3385273.703,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2503605,PB,5250,5838,Prefeitura Municipal de Caiçara,PM,0.3008,0,0.6992,0,1.5,0,3.4,0,4.8,85.3,0,198.2,0,283.5,85.3,0,198.2,0,283.5,0.9,0.1,315.3,283.8,56.7,31.5,12.6,5254,1924735.62931,872130.062569,2796865.69188,Solução conjunta,Solução conjunta,Não,Não
2503704,PB,49261,59582,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.3327,0.0948,0,0.5726,22.6,6.4,0,38.9,67.9,885,252.1,0,1523.1,2660.1,885,100.8,0,609.2,1595,0.9,0.1,3217.4,2895.7,579.1,321.7,128.7,53624,29156008.8221,8901594.24826,38057603.0703,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2503753,PB,1032,1875,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.667,0.074,0,0.259,1.1,0.1,0,0.4,1.6,37.2,4.1,0,14.4,55.7,37.2,1.6,0,4.2,43,0.9,0.1,101.3,91.2,18.2,10.1,4,1688,2278096.5282,280132.915033,2558229.44323,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2503803,PB,3351,4649,Prefeitura Municipal de Caldas Brandão,PM,0.906,0.0124,0.0816,0,4.5,0.1,0.4,0,5,163.9,2.2,14.8,0,181,163.9,0.9,14.8,0,179.6,0.9,0.1,251,225.9,45.2,25.1,10,4184,6272984.63498,5314240.96181,11587225.5968,Solução conjunta,Solução conjunta,Não,Não
2503902,PB,2971,4205,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.6474,0.0048,0.3478,0,1.8,0,1,0,2.8,103.9,0.8,55.8,0,160.4,103.9,0.3,55.8,0,160,0.9,0.1,227.1,204.4,40.9,22.7,9.1,3785,4412497.52838,628168.228086,5040665.75646,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504009,PB,381307,427322,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.1219,0.0576,0,0.8205,95.6,45.2,0,643.7,784.5,2509.9,1185.7,0,16895,20590.6,2509.9,474.3,0,6758,9742.2,0.9,0.1,23075.4,20767.9,4153.6,2307.5,923,384590,76955602.3012,75747419.6932,152703021.994,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504033,PB,4459,6098,Prefeitura Municipal de Capim,PM,0.9252,0.0037,0.0711,0,3.5,0,0.3,0,3.8,222.8,0.9,17.1,0,240.8,222.8,0.4,17.1,0,240.3,0.9,0.1,329.3,296.4,8.9,32.9,13.2,5488,8294712.39538,2113022.76956,10407735.1649,Acima de 80%,Tratamento secundário avançado,Não,Não
2504074,PB,1577,2761,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.0798,0.6309,0.2894,0,0.1,0.8,0.4,0,1.3,6.8,53.7,24.6,0,85.2,6.8,21.5,24.6,0,52.9,0.9,0.1,149.1,134.2,4,14.9,6,2485,3253343.35819,1127183.1354,4380526.4936,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2504108,PB,1822,2241,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.7642,0.0128,0.223,0,1.2,0,0.3,0,1.5,75.2,1.3,21.9,0,98.4,75.2,0.5,21.9,0,97.6,0.9,0.1,121,108.9,21.8,12.1,4.8,2017,2582822.74908,334746.583752,2917569.33283,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504157,PB,3579,4795,Prefeitura Municipal de Casserengue,PM,0.3933,0.0127,0.594,0,1,0,1.6,0,2.7,76,2.5,114.8,0,193.3,76,1,114.8,0,191.8,0.9,0.1,258.9,233,7.7,25.9,10.4,4316,3512462.20435,4108472.79902,7620935.00337,Solução conjunta,Solução conjunta,Sim,Não
2504207,PB,2940,3750,Prefeitura Municipal de Catingueira,PM,0.7077,0.0007,0.0972,0.1944,3.3,0,0.5,0.9,4.7,112.4,0.1,15.4,30.9,158.8,112.4,0,15.4,30.9,158.7,0.9,0.1,202.5,182.3,18.2,20.3,8.1,3375,4038922.43787,1039611.35498,5078533.79285,Acima de 80%,Tratamento secundário avançado,Não,Sim
2504306,PB,22090,27394,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.4966,0.007,0,0.4964,14.3,0.2,0,14.3,28.8,592.4,8.3,0,592.1,1192.9,592.4,3.3,0,171.7,767.5,0.9,0.1,1479.3,1331.4,266.3,147.9,59.2,24655,15702294.7951,2756226.37067,18458521.1658,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504355,PB,1063,2039,Prefeitura Municipal de Caturité,PM,0.1836,0.0029,0.8135,0,0.3,0,1.4,0,1.7,10.5,0.2,46.7,0,57.4,10.5,0.1,46.7,0,57.3,0.9,0.1,110.1,99.1,19.8,11,4.4,1835,1556235.54308,304601.242871,1860836.78595,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504405,PB,11686,14482,Prefeitura Municipal de Conceição,PM,0.6879,0.0205,0.2916,0,12.1,0.4,5.1,0,17.6,434.1,12.9,184,0,631,434.1,5.2,184,0,623.3,0.9,0.1,782,703.8,140.8,78.2,31.3,13034,11705180.2009,2674874.15471,14380054.3556,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Não,Sim
2504504,PB,4650,5552,Prefeitura Municipal de Condado,PM,0.4717,0.018,0.5103,0,2.9,0.1,3.1,0,6.2,118.4,4.5,128.1,0,251.1,118.4,1.8,128.1,0,248.4,0.9,0.1,299.8,269.8,54,30,12,4997,4209392.36466,829537.868314,5038930.23297,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504603,PB,15648,25182,Prefeitura Municipal de Conde,PM,0.7745,0.2147,0.0108,0,25.6,7.1,0.4,0,33,654.4,181.4,9.2,0,845,654.4,72.6,9.2,0,736.2,1,0,1359.8,1359.8,272,0,0,25182,30414518.0884,5357263.88883,35771781.9772,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
2504702,PB,2994,3429,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.3579,0.0884,0.5537,0,1.6,0.4,2.4,0,4.4,57.9,14.3,89.5,0,161.7,57.9,5.7,89.5,0,153.1,0.9,0.1,185.2,166.7,33.3,18.5,7.4,3086,2290834.23829,512274.930088,2803109.16838,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2504801,PB,11601,12721,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.3218,0.0278,0.6503,0,4.3,0.4,8.7,0,13.3,201.6,17.4,407.4,0,626.5,201.6,7,407.4,0,616,0.9,0.1,686.9,618.2,123.6,68.7,27.5,11449,4747821.72111,2471468.22713,7219289.94824,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Não,Sim
2504850,PB,820,1289,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.2839,0,0.7161,0,0.2,0,0.6,0,0.9,12.6,0,31.7,0,44.3,12.6,0,31.7,0,44.3,0.9,0.1,69.6,62.6,4.4,7,2.8,1160,918523.378005,619672.225939,1538195.60394,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2504900,PB,7705,11872,Prefeitura Municipal de Cruz do Espírito Santo,PM,0.6512,0.0141,0.3347,0,5.5,0.1,2.8,0,8.5,270.9,5.9,139.2,0,416.1,270.9,2.3,139.2,0,412.5,0.9,0.1,641.1,577,144.3,64.1,25.6,10685,9857012.98772,2369508.16594,12226521.1537,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2505006,PB,4936,6434,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.6991,0.0055,0,0.2954,2.9,0,0,1.2,4.1,186.3,1.5,0,78.8,266.5,186.3,0.6,0,19.7,206.6,0.9,0.1,347.4,312.7,9.4,34.7,13.9,5791,6949549.47199,2229526.12234,9179075.59433,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2505105,PB,13678,16405,Prefeitura Municipal de Cuité,PM,0.7792,0.0399,0.181,0,8.9,0.5,2.1,0,11.4,575.5,29.5,133.7,0,738.6,575.5,11.8,133.7,0,720.9,0.9,0.1,885.9,797.3,159.5,88.6,35.4,14765,14944384.738,2886298.49918,17830683.2372,Solução conjunta,Solução conjunta,Sim,Não
2505204,PB,5613,5414,Prefeitura Municipal de Cuitegi,PM,0.949,0.0057,0.0453,0,4.1,0,0.2,0,4.3,287.6,1.7,13.7,0,303.1,287.6,0.7,13.7,0,302.1,0.9,0.1,292.4,263.2,7.9,29.2,11.7,4873,5626871.07601,1875940.60104,7502811.67706,Solução conjunta,Solução conjunta,Sim,Sim
2505238,PB,2109,3630,Prefeitura Municipal de Cuité de Mamanguape,PM,0.9845,0.0068,0.0087,0,2.5,0,0,0,2.6,112.1,0.8,1,0,113.9,112.1,0.3,1,0,113.4,0.9,0.1,196,176.4,5.3,19.6,7.8,3267,5210743.55738,1257772.37527,6468515.93264,Acima de 80%,Tratamento secundário avançado,Não,Não
2505279,PB,478,607,Prefeitura Municipal de Curral de Cima,PM,0.9683,0.0042,0.0275,0,0.4,0,0,0,0.4,25,0.1,0.7,0,25.8,25,0,0.7,0,25.7,0.9,0.1,32.8,29.5,0.9,3.3,1.3,546,854862.109659,210246.131552,1065108.24121,Solução conjunta,Solução conjunta,Não,Não
2505303,PB,1424,1608,Prefeitura Municipal de Curral Velho,PM,0.4348,0.3383,0,0.227,1.4,1.1,0,0.7,3.2,33.4,26,0,17.5,76.9,33.4,10.4,0,17.5,61.3,0.9,0.1,86.8,78.1,15.6,8.7,3.5,1447,1803310.22314,240274.301103,2043584.52424,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Não,Sim
2505352,PB,2391,4262,Prefeitura Municipal de Damião,PM,0.9728,0.0237,0.0035,0,1.7,0,0,0,1.8,125.6,3.1,0.5,0,129.1,125.6,1.2,0.5,0,127.3,0.9,0.1,230.1,207.1,6.2,23,9.2,3836,6139769.28695,1476930.52347,7616699.81042,Solução conjunta,Solução conjunta,Sim,Não
2505402,PB,5014,6666,Prefeitura Municipal de Desterro,PM,0.4005,0.0055,0.594,0,2.6,0,3.8,0,6.4,108.4,1.5,160.8,0,270.8,108.4,0.6,160.8,0,269.9,0.9,0.1,360,324,10.7,36,14.4,5999,3673511.66756,7658557.18291,11332068.8505,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Sim,Sim
2505501,PB,1660,2494,Companhia de Águas e Esgotos da Paraíba,CAGEPA,0.6047,0,0.3953,0,1.2,0,0.8,0,2,54.2,0,35.4,0,89.6,54.2,0,35.4,0,89.6,0.9,0.1,134.7,121.2,3.6,13.5,5.4,2245,2548307.9359,1063386.99433,3611694.93023,Acima de 80%,Tratamento secundário avançado,Sim,Sim
2505600,PB,3830,4403,Prefeitura Municipal de Diamante,PM,0.7391,0.0094,0.2514,0,3.3,0,1.1,0,4.4,152.9,2,52,0,206.8,152.9,0.8,52,0,205.6,0.9,0.1,237.8,214,15,23.8,9.5,3963,4811690.39841,1165070.33482,5976760.73323,Acima de 80%,Tratamento secundário avançado,Não,Sim
2505709,PB,4663,6317,Prefeitura Municipal de Dona Inês,PM,0.6917,0.087,0.2213,0,2.4,0.3,0.8,0,3.5,174.2,21.9,55.7,0,251.8,174.2,8.8,55.7,0,238.7,0.9,0.1,341.1,307,61.4,34.1,13.6,5685,7464279.36914,943761.608315,8408040.97746,Solução conjunta,Solução conjunta,Não,Não
2505808,PB,2844,2918,Prefeitura Municipal de Duas Estradas,PM,0.6798,0.0535,0.2666,0,2.3,0.2,0.9,0,3.4,104.4,8.2,40.9,0,153.6,104.4,3.3,40.9,0,148.6,0.9,0.1,157.6,141.8,28.4,15.8,6.3,2626,2995828.10187,435925.374261,3431753.47614,Solução conjunta,Solução conjunta,Não,Não
