id_municipio,nome_municipio,sigla_uf,regiao,populacao_urbana_2013,prestador_servico_esgotamento_sanitario,indice_sem_atendimento_sem_coleta_sem_tratamento,indice_atendimento_solucao_individual,indice_atendimento_com_coleta_sem_tratamento,indice_atendimento_com_coleta_com_tratamento,vazao_sem_coleta_sem_tratamentodividido por hab,vazao_solucao_individualdividido por hab,vazao_com_coleta_sem_tratamentodividido por hab,vazao_com_coleta_com_tratamentodividido por hab,vazao_totaldividido por hab,carga_gerada_sem_coleta_sem_tratamentodividido por hab,carga_gerada_encaminhada_solucao_individualdividido por hab,carga_gerada_com_coleta_sem_tratamentodividido por hab,carga_gerada_com_coleta_com_tratamentodividido por hab,carga_gerada_totaldividido por hab,carga_lancada_sem_coleta_sem_tratamentodividido por hab,carga_lancada_proveniente_solucao_individualdividido por hab,carga_lancada_com_coleta_sem_tratamentodividido por hab,carga_lancada_com_coleta_com_tratamentodividido por hab,carga_lancada_totaldividido por hab,investimento_coletadividido por hab,investimento_tratamentodividido por hab,investimento_coleta_tratatamentodividido por hab,necessidade_remocao_dbo,tipologia_solucao,atencao_fosforo,atencao_nitrogenio
2202059,Cabeceiras do Piauí,PI,Nordeste,1706,Prefeitura Municipal de Cabeceiras do Piauí,0.0634,0.9318,0.0048,0,5.861664712778429e-05,0.0011137162954279,0.0,0.0,0.0012309495896834,0.0033997655334114,0.0502930832356389,0.0002344665885111,0.0,0.0539859320046893,0.0033997655334114,0.02010550996483,0.0002344665885111,0.0,0.0237983587338804,1696.5546286635406,176.38004463364598,1872.934673294256,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202075,Cajazeiras do Piauí,PI,Nordeste,1144,Prefeitura Municipal de Cajazeiras do Piauí,0.0881,0.8975,0.0096,0.0048,8.741258741258741e-05,0.0008741258741258,0.0,0.0,0.0009615384615384,0.0047202797202797,0.0484265734265734,0.0005244755244755,0.0002622377622377,0.054020979020979,0.0047202797202797,0.0194055944055944,0.0005244755244755,0.0002622377622377,0.0249125874125874,1846.886531013986,266.9714076713287,2113.8579386888114,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202083,Cajueiro da Praia,PI,Nordeste,2779,Prefeitura Municipal de Cajueiro da Praia,0.9018,0.0978,0.0004,0,0.0011155091759625,0.0001079525008996,0.0,0.0,0.0012234616768621,0.0486865779057214,0.0052896725440806,3.598416696653473e-05,0.0,0.0540122346167686,0.0486865779057214,0.0021230658510255,3.598416696653473e-05,0.0,0.0508456279237135,1871.9090635264483,193.78775397768985,2065.696817506297,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202091,Caldeirão Grande do Piauí,PI,Nordeste,1683,Prefeitura Municipal de Caldeirão Grande do Piauí,0.997,0.0,0.003,0,0.0007130124777183,0.0,0.0,0.0,0.0007130124777183,0.0538324420677361,0.0,0.0001782531194295,0.0,0.0540106951871657,0.0538324420677361,0.0,0.0001782531194295,0.0,0.0540106951871657,2759.098282857992,530.7285091283422,3289.826791990493,Acima de 80%,Tratamento secundário avançado,Não,Não
2202109,Campinas do Piauí,PI,Nordeste,1834,Prefeitura Municipal de Campinas do Piauí,0.9685,0.0,0.0315,0,0.0011995637949836,0.0,5.452562704471102e-05,0.0,0.0011995637949836,0.0522900763358778,0.0,0.001690294438386,0.0,0.0539803707742639,0.0522900763358778,0.0,0.001690294438386,0.0,0.0539803707742639,2115.712593238822,397.0666419372955,2512.779235174482,Acima de 80%,Tratamento secundário avançado,Não,Não
2202117,Campo Alegre do Fidalgo,PI,Nordeste,1265,Prefeitura Municipal de Campo Alegre do Fidalgo,0.9853,0.0041,0.0106,0,0.0011067193675889,0.0,0.0,0.0,0.0011067193675889,0.0532015810276679,0.0002371541501976,0.0005533596837944,0.0,0.05399209486166,0.0532015810276679,7.905138339920949e-05,0.0005533596837944,0.0,0.0538339920948616,3287.3181064584983,341.9718036118577,3629.2899100711466,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202133,Campo Grande do Piauí,PI,Nordeste,1612,Prefeitura Municipal de Campo Grande do Piauí,0.9885,0.0115,0.0,0,0.0018610421836228,0.0,0.0,0.0,0.0019230769230769,0.053349875930521,0.0006203473945409,0.0,0.0,0.053970223325062,0.053349875930521,0.0002481389578163,0.0,0.0,0.0535980148883374,2844.600715508685,546.220087516129,3390.820803021092,Acima de 80%,Tratamento secundário avançado,Não,Não
2202174,Campo Largo do Piauí,PI,Nordeste,1475,Prefeitura Municipal de Campo Largo do Piauí,0.993,0.0,0.007,0,0.0013559322033898,0.0,0.0,0.0,0.0013559322033898,0.0536271186440677,0.0,0.0004067796610169,0.0,0.0540338983050847,0.0536271186440677,0.0,0.0004067796610169,0.0,0.0540338983050847,3205.306209294916,459.2168112745763,3664.523020569492,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202208,Campo Maior,PI,Nordeste,34003,Serviço Autônomo de Água e Esgoto de Campo Maior,0.6593,0.3203,0.0204,0,0.0006381789842072,0.0003087962826809,2.0586418845396e-05,0.0,0.0009675616857336,0.0356027409346234,0.0172955327471105,0.0011028438667176,0.0,0.0540011175484516,0.0356027409346234,0.006917036732053,0.0011028438667176,0.0,0.0436226215333941,1028.946430320854,360.4676038643649,1389.414034185219,Solução conjunta,Solução conjunta,Não,Não
2202251,Canavieira,PI,Nordeste,1738,Prefeitura Municipal de Canavieira,0.7923,0.0012,0.2066,0,0.0009205983889528,0.0,0.0002301495972382,0.0,0.001150747986191,0.0428078250863061,5.753739930955121e-05,0.0111622554660529,0.0,0.0540276179516685,0.0428078250863061,0.0,0.0111622554660529,0.0,0.053970080552359,988.9690727272726,183.2512675719217,1172.2203402991945,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202307,Canto do Buriti,PI,Nordeste,11412,Prefeitura Municipal de Canto do Buriti,0.964,0.0121,0.0239,0,0.0012530669470732,1.752541184717841e-05,3.505082369435682e-05,0.0,0.0012968804766912,0.0520504731861198,0.0006572029442691,0.0012881177707676,0.0,0.0539957939011566,0.0520504731861198,0.0002628811777076,0.0012881177707676,0.0,0.0536102348405187,1087.0623825096388,282.7024650175254,1369.7648475289168,Acima de 80%,Tratamento secundário avançado,Não,Não
2202406,Capitão de Campos,PI,Nordeste,6474,Prefeitura Municipal de Capitão de Campos,0.8714,0.127,0.0016,0,0.0007723200494284,0.0001081248069199,0.0,0.0,0.0008804448563484,0.0470651838121717,0.0068582020389249,9.267840593141798e-05,0.0,0.0540006178560395,0.0470651838121717,0.0027494593759654,9.267840593141798e-05,0.0,0.04989187519308,1210.3064014179795,293.0866336777881,1503.3930350957676,Acima de 80%,Tratamento secundário avançado,Não,Não
2202455,Capitão Gervásio Oliveira,PI,Nordeste,1191,Prefeitura Municipal de Capitão Gervásio Oliveira,0.9836,0.0,0.0164,0,0.0010915197313182,0.0,0.0,0.0,0.0010915197313182,0.0531486146095717,0.0,0.0009235936188077,0.0,0.0539882451721242,0.0531486146095717,0.0,0.0009235936188077,0.0,0.0539882451721242,3159.84755984047,454.8697747766583,3614.717334617968,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202505,Caracol,PI,Nordeste,4152,Prefeitura Municipal de Caracol,0.3141,0.6723,0.0137,0,0.0002408477842003,0.0005298651252408,0.0,0.0,0.0007947976878612,0.0169556840077071,0.036295761078998,0.0007466281310211,0.0,0.0539980732177263,0.0169556840077071,0.0145231213872832,0.0007466281310211,0.0,0.0322254335260115,2032.0023847856453,394.3905576517341,2426.39294243738,Acima de 80%,Tratamento secundário avançado,Sim,Não
2202539,Caraúbas do Piauí,PI,Nordeste,999,Prefeitura Municipal de Caraúbas do Piauí,0.1276,0.8683,0.0041,0,0.0001001001001001,0.001001001001001,0.0,0.0,0.0011011011011011,0.0069069069069069,0.0468468468468468,0.0002002002002002,0.0,0.0539539539539539,0.0069069069069069,0.0187187187187187,0.0002002002002002,0.0,0.0258258258258258,4853.607190970971,1166.5711255555557,6020.178316536537,Acima de 80%,Tratamento secundário avançado,Não,Não
2202554,Caridade do Piauí,PI,Nordeste,1620,Prefeitura Municipal de Caridade do Piauí,0.993,0.0,0.007,0,0.0009259259259259,0.0,0.0,0.0,0.0009259259259259,0.0536419753086419,0.0,0.0003703703703703,0.0,0.0540123456790123,0.0536419753086419,0.0,0.0003703703703703,0.0,0.0540123456790123,2748.2343877283947,393.95545986728393,3142.1898475925927,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202604,Castelo do Piauí,PI,Nordeste,11562,Prefeitura Municipal de Castelo do Piauí,0.7446,0.2247,0.0308,0,0.0007697630167791,0.0002335236118318,3.4596090641757486e-05,0.0,0.0010292336965922,0.0402093063483826,0.0121345787925964,0.0016606123508043,0.0,0.0539958484691229,0.0402093063483826,0.0048521017125064,0.0016606123508043,0.0,0.0467220204116934,1343.1968009513923,349.6891675229199,1692.8859684743122,Acima de 80%,Tratamento secundário avançado,Não,Não
2202653,Caxingó,PI,Nordeste,999,Prefeitura Municipal de Caxingó,0.1781,0.8219,0.0,0,0.0002002002002002,0.0007007007007007,0.0,0.0,0.0009009009009009,0.0096096096096096,0.0443443443443443,0.0,0.0,0.0539539539539539,0.0096096096096096,0.0177177177177177,0.0,0.0,0.0273273273273273,2093.475479609609,298.88147433233235,2392.3569539339337,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202703,Cocal,PI,Nordeste,12592,Prefeitura Municipal de Cocal,0.9852,0.0087,0.0061,0,0.0008179796696315,7.941550190597204e-06,7.941550190597204e-06,0.0,0.0008338627700127,0.0532004447268106,0.0004685514612452,0.0003256035578144,0.0,0.0540025412960609,0.0532004447268106,0.0001905972045743,0.0003256035578144,0.0,0.0537166454891994,1247.9123859434562,303.50118322824017,1551.413569170902,Acima de 80%,Tratamento secundário avançado,Não,Não
2202711,Cocal de Telha,PI,Nordeste,2712,Prefeitura Municipal de Cocal de Telha,0.5099,0.4837,0.0064,0,0.0006268436578171,0.0005899705014749,0.0,0.0,0.0012536873156342,0.0275442477876106,0.0261061946902654,0.0003318584070796,0.0,0.0539823008849557,0.0275442477876106,0.0104351032448377,0.0003318584070796,0.0,0.038311209439528,1879.8869719579648,453.6738214859882,2333.5607934439527,Solução conjunta,Solução conjunta,Não,Não
2202729,Cocal dos Alves,PI,Nordeste,1816,Prefeitura Municipal de Cocal dos Alves,0.7379,0.2565,0.0056,0,0.0008259911894273,0.0002753303964757,0.0,0.0,0.001101321585903,0.0398678414096916,0.0138215859030837,0.0003303964757709,0.0,0.0540198237885462,0.0398678414096916,0.0055616740088105,0.0003303964757709,0.0,0.0457048458149779,2581.3806883535244,474.7956685424009,3056.1763568942733,Acima de 80%,Tratamento secundário avançado,Não,Não
2202737,Coivaras,PI,Nordeste,1201,Prefeitura Municipal de Coivaras,0.977,0.0111,0.0119,0,0.001165695253955,0.0,0.0,0.0,0.001165695253955,0.0527893422148209,0.0005828476269775,0.0006661115736885,0.0,0.0540383014154871,0.0527893422148209,0.0002497918401332,0.0006661115736885,0.0,0.0536219816819317,2635.77753632806,274.7612141415487,2910.538750466278,Solução conjunta,Solução conjunta,Não,Não
2202752,Colônia do Gurguéia,PI,Nordeste,5012,Prefeitura Municipal de Colônia do Gurguéia,0.9757,0.0179,0.0064,0,0.0010175578611332,1.9952114924181965e-05,0.0,0.0,0.0010574620909816,0.0526935355147645,0.0009776536312849,0.000339185953711,0.0,0.0539904229848363,0.0526935355147645,0.0003790901835594,0.000339185953711,0.0,0.0534118116520351,1400.209625620511,347.40118893256187,1747.6108145530727,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2202778,Colônia do Piauí,PI,Nordeste,2673,Prefeitura Municipal de Colônia do Piauí,0.9875,0.0117,0.0008,0,0.0011971567527123,0.0,0.0,0.0,0.0012345679012345,0.0533108866442199,0.0006359895248784,3.7411148522259634e-05,0.0,0.0539842873176206,0.0533108866442199,0.0002618780396558,3.7411148522259634e-05,0.0,0.053610175832398,1400.4971270332958,269.14960263823417,1669.646729670782,Acima de 80%,Tratamento secundário avançado,Não,Não
2202802,Conceição do Canindé,PI,Nordeste,2391,Prefeitura Municipal de Conceição do Canindé,0.2408,0.7516,0.0076,0,0.0003345880384776,0.0010455876202425,0.0,0.0,0.0013801756587202,0.0130071099958176,0.0405687996654119,0.000418235048097,0.0,0.0539941447093266,0.0130071099958176,0.0162275198661647,0.000418235048097,0.0,0.0296528649100794,1181.7705359347551,228.8605532517776,1410.6310891844416,Acima de 80%,Tratamento secundário avançado,Não,Não
2202851,Coronel José Dias,PI,Nordeste,1508,Prefeitura Municipal de Coronel José Dias,0.7257,0.2696,0.0047,0,0.0010610079575596,0.0003978779840848,0.0,0.0,0.0014588859416445,0.0391909814323607,0.0145888594164456,0.0002652519893899,0.0,0.0539787798408488,0.0391909814323607,0.0058355437665782,0.0002652519893899,0.0,0.0452917771883289,2640.38579581565,508.4527582115384,3148.838554025199,Acima de 80%,Tratamento secundário avançado,Não,Não
2202901,Corrente,PI,Nordeste,16014,Águas e Esgotos do Piauí S/A,0.7082,0.0479,0.0,0.2439,0.0007680779318096,4.99562882477832e-05,0.0,0.0002685150493318,0.0010865492693892,0.038241538653678,0.0025852379168227,0.0,0.0131697264893218,0.0540027475958536,0.038241538653678,0.0010365929811415,0.0,0.0026351942050705,0.04191332583989,1255.9245934557262,647.0358972149369,1902.9604906706631,Acima de 80%,Tratamento secundário avançado,Não,Não
2203008,Cristalândia do Piauí,PI,Nordeste,3021,Prefeitura Municipal de Cristalândia do Piauí,0.9745,0.0163,0.0092,0,0.0008937437934458,0.0,0.0,0.0,0.0009268454154253,0.0526315789473684,0.0008937437934458,0.0004965243296921,0.0,0.0539887454485269,0.0526315789473684,0.0003641178417742,0.0004965243296921,0.0,0.0534591194968553,2703.768745422046,522.0013087454486,3225.770054164184,Acima de 80%,Tratamento secundário avançado,Não,Não
2203107,Cristino Castro,PI,Nordeste,7395,Prefeitura Municipal de Cristino Castro,0.9696,0.0161,0.0129,0.0014,0.0010547667342799,1.352265043948614e-05,1.352265043948614e-05,0.0,0.0010818120351588,0.0523597025016903,0.0008654496281271,0.0006896551724137,8.113590263691683e-05,0.0539959432048681,0.0523597025016903,0.0003515889114266,0.0006896551724137,8.113590263691683e-05,0.0534820824881676,1251.3942039648412,298.2612930141988,1549.655496984449,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203206,Curimatá,PI,Nordeste,7261,Prefeitura Municipal de Curimatá,0.9417,0.0541,0.0042,0,0.001143093237846,6.886103842445945e-05,0.0,0.0,0.0012119542762704,0.0508469907726208,0.002919708029197,0.0002341275306431,0.0,0.054000826332461,0.0508469907726208,0.0011706376532158,0.0002341275306431,0.0,0.0522517559564798,1452.7485630767112,335.7544420947528,1788.50300517835,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203230,Currais,PI,Nordeste,945,Prefeitura Municipal de Currais,0.9913,0.0032,0.0054,0,0.001058201058201,0.0,0.0,0.0,0.0011640211640211,0.0535449735449735,0.0002116402116402,0.0003174603174603,0.0,0.0539682539682539,0.0535449735449735,0.0001058201058201,0.0003174603174603,0.0,0.0538624338624338,3608.8929494391537,694.6461108232804,4303.53906026455,Acima de 80%,Tratamento secundário avançado,Não,Não
2203255,Curralinhos,PI,Nordeste,1367,Prefeitura Municipal de Curralinhos,0.3148,0.6814,0.0038,0,0.0003657644476956,0.0007315288953913,0.0,0.0,0.001097293343087,0.0169714703730797,0.0367959034381858,0.0002194586686174,0.0,0.0539868324798829,0.0169714703730797,0.0147037307973664,0.0002194586686174,0.0,0.0318946598390636,2965.922885091441,307.570722784199,3273.493607871251,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203271,Curral Novo do Piauí,PI,Nordeste,1424,Prefeitura Municipal de Curral Novo do Piauí,0.9891,0.0058,0.0051,0,0.0009129213483146,0.0,0.0,0.0,0.0009129213483146,0.053441011235955,0.0002808988764044,0.0002808988764044,0.0,0.054002808988764,0.053441011235955,0.0001404494382022,0.0002808988764044,0.0,0.0537921348314606,2674.3260973103934,515.0874155997191,3189.4135129143256,Acima de 80%,Tratamento secundário avançado,Não,Não
2203305,Demerval Lobão,PI,Nordeste,11052,Prefeitura Municipal de Demerval Lobão,0.9691,0.0066,0.0243,0,0.0010224393774882,9.048136083966704e-06,2.7144408251900103e-05,0.0,0.0010586319218241,0.0523344191096634,0.0003619254433586,0.0013119797321751,0.0,0.0539992761491132,0.0523344191096634,0.0001447701773434,0.0013119797321751,0.0,0.053782120883098,1077.317639178429,248.71608869073472,1326.0337278682591,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203354,Dirceu Arcoverde,PI,Nordeste,2420,Prefeitura Municipal de Dirceu Arcoverde,0.9861,0.0,0.0139,0,0.0008264462809917,0.0,0.0,0.0,0.0008264462809917,0.0532644628099173,0.0,0.0007438016528925,0.0,0.0540082644628099,0.0532644628099173,0.0,0.0007438016528925,0.0,0.0540082644628099,2441.22395738843,254.9577402363636,2696.181697623967,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203404,Dom Expedito Lopes,PI,Nordeste,3650,Prefeitura Municipal de Dom Expedito Lopes,0.9563,0.0378,0.0059,0,0.0012054794520547,5.479452054794521e-05,0.0,0.0,0.0012602739726027,0.0516438356164383,0.0020273972602739,0.0003287671232876,0.0,0.054,0.0516438356164383,0.0008219178082191,0.0003287671232876,0.0,0.0527671232876712,1576.0262453534249,380.5490391342466,1956.575284487671,Acima de 80%,Tratamento secundário avançado,Não,Não
2203420,Domingos Mourão,PI,Nordeste,964,Prefeitura Municipal de Domingos Mourão,0.1503,0.8445,0.0052,0,0.000207468879668,0.0011410788381742,0.0,0.0,0.0013485477178423,0.0080912863070539,0.0456431535269709,0.000311203319502,0.0,0.0540456431535269,0.0080912863070539,0.0182572614107883,0.000311203319502,0.0,0.0266597510373443,1465.52733906639,283.01800221161824,1748.5453412759337,Acima de 80%,Tratamento secundário avançado,Não,Não
2203453,Dom Inocêncio,PI,Nordeste,2044,Prefeitura Municipal de Dom Inocêncio,0.9192,0.0803,0.0005,0,0.0010273972602739,9.784735812133073e-05,0.0,0.0,0.0011252446183953,0.0496575342465753,0.0043542074363992,4.892367906066536e-05,0.0,0.0540117416829745,0.0496575342465753,0.0017123287671232,4.892367906066536e-05,0.0,0.0514187866927592,4016.621985998043,415.7675774158513,4432.389563414872,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203503,Elesbão Veloso,PI,Nordeste,10113,Prefeitura Municipal de Elesbão Veloso,0.3831,0.5978,0.0191,0,0.0004449718184514,0.0007020666468901,1.9776525264511023e-05,0.0,0.0011668149906061,0.0206862454266785,0.0322851774943142,0.0010283793137545,0.0,0.0539998022347473,0.0206862454266785,0.0129140709977256,0.0010283793137545,0.0,0.0346286957381588,1072.7013047364778,149.60240204983683,1222.3037067833482,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
2203602,Eliseu Martins,PI,Nordeste,3909,Prefeitura Municipal de Eliseu Martins,0.5752,0.4146,0.0102,0,0.0006651317472499,0.000486057815298,0.0,0.0,0.0011511895625479,0.0310565361985162,0.0223842414939882,0.0005628037861345,0.0,0.054003581478639,0.0310565361985162,0.0089536965975952,0.0005628037861345,0.0,0.0405730365822461,1633.5103907137377,170.74838872550524,1804.2587794397543,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203701,Esperantina,PI,Nordeste,23673,Prefeitura Municipal de Esperantina,0.9373,0.0512,0.0115,0,0.0010138132049169,5.491488193300384e-05,1.2672665061462426e-05,0.0,0.0010814007519114,0.0506146242554809,0.0027626409833988,0.0006209605880116,0.0,0.0539982258268913,0.0506146242554809,0.0011067460820343,0.0006209605880116,0.0,0.0523423309255269,1146.4703624677904,163.70310374688464,1310.173466214675,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203750,Fartura do Piauí,PI,Nordeste,1362,Prefeitura Municipal de Fartura do Piauí,0.9738,0.0105,0.0157,0,0.000734214390602,0.0,0.0,0.0,0.0008076358296622,0.0525697503671071,0.0005873715124816,0.0008810572687224,0.0,0.0539647577092511,0.0525697503671071,0.0002202643171806,0.0008810572687224,0.0,0.0536710719530102,3194.144944229075,590.0817397804699,3784.2266840088105,Acima de 80%,Tratamento secundário avançado,Não,Não
2203800,Flores do Piauí,PI,Nordeste,2001,Prefeitura Municipal de Flores do Piauí,0.6764,0.3055,0.0181,0,0.0008995502248875,0.00039980009995,0.0,0.0,0.0013493253373313,0.0365317341329335,0.0164917541229385,0.000999500249875,0.0,0.0540229885057471,0.0365317341329335,0.0065967016491754,0.000999500249875,0.0,0.0440779610194902,2001.0995223488253,210.1038836761619,2211.2034060269866,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203859,Floresta do Piauí,PI,Nordeste,871,Prefeitura Municipal de Floresta do Piauí,0.9791,0.0,0.0209,0,0.0011481056257175,0.0,0.0,0.0,0.0011481056257175,0.0529276693455798,0.0,0.0011481056257175,0.0,0.0539609644087256,0.0529276693455798,0.0,0.0011481056257175,0.0,0.0539609644087256,2476.893470447761,358.4087810918485,2835.302251538462,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2203909,Floriano,PI,Nordeste,50746,Águas e Esgotos do Piauí S/A,0.5094,0.286,0.0977,0.1069,0.0005734442123517,0.0003212075828636,0.000110353525401,0.0001202065187403,0.0011252118393567,0.0275095574035391,0.0154416111614708,0.0052752926339021,0.0057718834982067,0.0540003152957868,0.0275095574035391,0.006177826823789,0.0052752926339021,0.0023095416387498,0.0412702479013124,913.6651821089348,204.95301348283607,1118.618195591771,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204006,Francinópolis,PI,Nordeste,3297,Prefeitura Municipal de Francinópolis,0.9875,0.007,0.0055,0,0.0010919017288444,0.0,0.0,0.0,0.0010919017288444,0.0533212010919017,0.0003942978465271,0.0003033060357901,0.0,0.0539884743706399,0.0533212010919017,0.000151653017895,0.0003033060357901,0.0,0.0537761601455869,1624.1011415862904,168.9926591198059,1793.09380070367,Solução conjunta,Solução conjunta,Não,Não
2204105,Francisco Ayres,PI,Nordeste,2113,Prefeitura Municipal de Francisco Ayres,0.5144,0.4824,0.0032,0,0.0006625650733554,0.0006152389966871,0.0,0.0,0.0012304779933743,0.0277804070042593,0.0260293421675343,0.0001893043066729,0.0,0.0539990534784666,0.0277804070042593,0.0104117368670137,0.0001893043066729,0.0,0.038381448177946,1440.0124662044486,206.33201153194508,1646.3444777378131,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204154,Francisco Macedo,PI,Nordeste,1201,Prefeitura Municipal de Francisco Macedo,0.9767,0.0,0.0233,0,0.0018318068276436,0.0,8.326394671107411e-05,0.0,0.0018318068276436,0.0527060782681099,0.0,0.0012489592006661,0.0,0.0540383014154871,0.0527060782681099,0.0,0.0012489592006661,0.0,0.0540383014154871,2510.6750447127392,263.7000803388843,2774.3751250541213,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204204,Francisco Santos,PI,Nordeste,4133,Prefeitura Municipal de Francisco Santos,0.9,0.0068,0.0932,0,0.000750060488749,0.0,7.258649891120251e-05,0.0,0.0008468424872973,0.0486087587708686,0.000362932494556,0.00503266392451,0.0,0.0540043551899346,0.0486087587708686,0.0001451729978224,0.00503266392451,0.0,0.053786595693201,1558.312985037503,176.74955094652793,1735.0625359835471,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204303,Fronteiras,PI,Nordeste,7453,Prefeitura Municipal de Fronteiras,0.3526,0.1269,0.5204,0,0.0003891050583657,0.0001341741580571,0.00056353146384,0.0,0.0010868106802629,0.0190393130283107,0.0068562994767207,0.0281094861129746,0.0,0.0540050986180061,0.0190393130283107,0.002737152824366,0.0281094861129746,0.0,0.0498859519656514,818.7748497598283,350.9710691600698,1169.745918919898,Acima de 80%,Tratamento secundário avançado,Não,Não
2204352,Geminiano,PI,Nordeste,1172,Prefeitura Municipal de Geminiano,0.991,0.0,0.009,0,0.0011092150170648,0.0,0.0,0.0,0.0011092150170648,0.0534982935153583,0.0,0.0005119453924914,0.0,0.0540102389078498,0.0534982935153583,0.0,0.0005119453924914,0.0,0.0540102389078498,4078.974566595563,423.6399103566553,4502.614476945393,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204402,Gilbués,PI,Nordeste,6050,Prefeitura Municipal de Gilbués,0.9718,0.0255,0.0027,0,0.0010578512396694,3.305785123966942e-05,0.0,0.0,0.001090909090909,0.0524793388429752,0.0013719008264462,0.0001487603305785,0.0,0.054,0.0524793388429752,0.0005454545454545,0.0001487603305785,0.0,0.0531735537190082,1340.0866760049587,183.38279565785123,1523.4694716628098,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204501,Guadalupe,PI,Nordeste,9913,Prefeitura Municipal de Guadalupe,0.7508,0.0446,0.0977,0.1069,0.0246948451528296,0.0014627257137092,0.0032079088066175,0.003520629476445,0.0328861091496015,0.0405427216786038,0.0024109754867345,0.0052759003328961,0.0057702007464945,0.0539997982447291,0.0405427216786038,0.0009684253001109,0.0052759003328961,7.061434479975789e-05,0.0468576616564107,997.4077401593868,152.37609255220417,1149.7838327146171,Acima de 80%,Tratamento secundário avançado,Não,Não
2204550,Guaribas,PI,Nordeste,1293,Prefeitura Municipal de Guaribas,0.4016,0.5898,0.0086,0,0.0006187161639597,0.0008507347254447,0.0,0.0,0.0014694508894044,0.0216550657385924,0.0318638824439288,0.0004640371229698,0.0,0.0539829853054911,0.0216550657385924,0.0127610208816705,0.0004640371229698,0.0,0.0348801237432327,2442.4528324980665,471.6569259806652,2914.109758476412,Acima de 80%,Tratamento secundário avançado,Não,Não
2204600,Hugo Napoleão,PI,Nordeste,3129,Prefeitura Municipal de Hugo Napoleão,0.5413,0.4261,0.0326,0,0.0005433045701502,0.0004474272930648,3.195909236177693e-05,0.0,0.0010226909555768,0.0292425695110258,0.0230105465004793,0.0017577500798977,0.0,0.054010866091403,0.0292425695110258,0.0092042186001917,0.0017577500798977,0.0,0.0402045381911153,1512.931640568872,286.8928126363056,1799.824453205497,Acima de 80%,Tratamento secundário avançado,Não,Não
2204659,Ilha Grande,PI,Nordeste,7630,Prefeitura Municipal de Ilha Grande,0.9542,0.0343,0.0116,0,0.0008519003931847,2.6212319790301444e-05,1.3106159895150722e-05,0.0,0.0008912188728702,0.0515203145478374,0.0018479685452162,0.0006290956749672,0.0,0.0539973787680209,0.0515203145478374,0.0007339449541284,0.0006290956749672,0.0,0.0528964613368283,1370.5921664613368,350.84457759764086,1721.4367440629096,Requer solução complementar,"Outras soluções (revisão da classe do rio, corpo receptor alternativo, reuso, etc.)",Não,Não
2204709,Inhuma,PI,Nordeste,7363,Prefeitura Municipal de Inhuma,0.9051,0.0363,0.0587,0,0.0011136764905609,4.0744261849789486e-05,6.790710308298248e-05,0.0,0.0012359092761102,0.0488795327991307,0.0019557245687898,0.0031644710036669,0.0,0.0539997283715876,0.0488795327991307,0.0007877223957625,0.0031644710036669,0.0,0.0528181447779437,1294.3069388931142,186.42780359500205,1480.7347424826835,Entre 60 e 80%,Tratamento secundário convencional,Não,Não
2204808,Ipiranga do Piauí,PI,Nordeste,5874,Prefeitura Municipal de Ipiranga do Piauí,0.9732,0.007,0.0198,0,0.0008512087163772,0.0,1.7024174327545114e-05,0.0,0.0008682328907048,0.0525536261491317,0.0003745318352059,0.0010725229826353,0.0,0.0540006809669731,0.0525536261491317,0.0001532175689479,0.0010725229826353,0.0,0.053779366700715,1371.0383205839291,838.9548051395982,2209.993125723528,Corpo receptor intermitente ou efêmero,Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos),Não,Não
